1 ID:-1 Name:'ActionTableStandin' ContextID:-1 ContextName:'undefined' NumActionItems:6
	1 ID:26727 Desc:'Missing: 0' Cat:'Missing: 0' BtnTxt:'Missing: 0' MnuTxt:'Missing: 0'
	152 ID:1131 Desc:'Toggle Auto-Zoom' Cat:'Track View' BtnTxt:'Toggle Auto-Zoom on Selection Change' MnuTxt:'Toggle Auto-Zoom on Selection Change' Icon:[Relax,0] 
65 ID:2 Name:'Material Editor' ContextID:2 ContextName:'Material Editor' NumActionItems:31
	1 ID:1595 Desc:'Propagate Materials to Instances' Cat:'Material Editor' BtnTxt:'Propagate Materials to Instances' MnuTxt:'Propagate Materials to Instances'
	2 ID:1095 Desc:'Options' Cat:'Material Editor' BtnTxt:'Options' MnuTxt:'Options'
	3 ID:1399 Desc:'Update Active Material' Cat:'Material Editor' BtnTxt:'Update Active Material' MnuTxt:'Update Active Material'
	4 ID:1069 Desc:'Get Material ' Cat:'Material Editor' BtnTxt:'Get Material ' MnuTxt:'Get Material '
	5 ID:1074 Desc:'Assign Material to Selection' Cat:'Material Editor' BtnTxt:'Assign Material to Selection' MnuTxt:'Assign Material to Selection'
	6 ID:1073 Desc:'Put Material to Scene' Cat:'Material Editor' BtnTxt:'Put Material to Scene' MnuTxt:'Put Material to Scene'
	7 ID:1398 Desc:'Go to Parent' Cat:'Material Editor' BtnTxt:'Go to Parent' MnuTxt:'Go to Parent'
	8 ID:1077 Desc:'Put to Library' Cat:'Material Editor' BtnTxt:'Put to Library' MnuTxt:'Put to Library'
	9 ID:1101 Desc:'Pick Material from Object' Cat:'Material Editor' BtnTxt:'Pick Material from Object' MnuTxt:'Pick Material from Object'
	10 ID:1127 Desc:'Change Material/Map Type' Cat:'Material Editor' BtnTxt:'Change Material/Map Type' MnuTxt:'Change Material/Map Type'
	11 ID:1400 Desc:'Go Forward to Sibling' Cat:'Material Editor' BtnTxt:'Go Forward to Sibling' MnuTxt:'Go Forward to Sibling'
	12 ID:1401 Desc:'Go Backward to Sibling' Cat:'Material Editor' BtnTxt:'Go Backward to Sibling' MnuTxt:'Go Backward to Sibling'
	13 ID:1078 Desc:'Show Map in Viewport' Cat:'Material Editor' BtnTxt:'Show Map in Viewport' MnuTxt:'Show Map in Viewport'
	14 ID:10062 Desc:'Show End Result' Cat:'Material Editor' BtnTxt:'Show End Result' MnuTxt:'Show End Result'
	15 ID:1093 Desc:'Backlight' Cat:'Material Editor' BtnTxt:'Backlight' MnuTxt:'Backlight'
	16 ID:1094 Desc:'Background' Cat:'Material Editor' BtnTxt:'Background' MnuTxt:'Background'
	17 ID:1071 Desc:'Make Material Copy' Cat:'Material Editor' BtnTxt:'Make Material Copy' MnuTxt:'Make Material Copy'
	18 ID:1098 Desc:'Video Color Check' Cat:'Material Editor' BtnTxt:'Video Color Check' MnuTxt:'Video Color Check'
	19 ID:1156 Desc:'Manual Update Toggle' Cat:'Material Editor' BtnTxt:'Manual Update Toggle' MnuTxt:'Manual Update Toggle'
	20 ID:1192 Desc:'Custom Background Toggle' Cat:'Material Editor' BtnTxt:'Custom Background Toggle' MnuTxt:'Custom Background Toggle'
	21 ID:40274 Desc:'Render Map' Cat:'Utilities' BtnTxt:'Render Map' MnuTxt:'Render Map'
	22 ID:40293 Desc:'Cycle 3X2, 5X3, 6X4 Sample Slots' Cat:'Material Editor' BtnTxt:'Cycle 3X2, 5X3, 6X4 Sample Slots' MnuTxt:'Cycle 3X2, 5X3, 6X4 Sample Slots'
	23 ID:40270 Desc:'Copy/Rotate Drag Mode Toggle' Cat:'Material Editor' BtnTxt:'Copy/Rotate Drag Mode Toggle' MnuTxt:'Copy/Rotate Drag Mode Toggle'
	24 ID:40272 Desc:'Reset Sample Slot Rotation' Cat:'Material Editor' BtnTxt:'Reset Sample Slot Rotation' MnuTxt:'Reset Sample Slot Rotation'
	25 ID:40296 Desc:'Launch Magnify Window' Cat:'Material Editor' BtnTxt:'Launch Magnify Window' MnuTxt:'Launch Magnify Window'
	26 ID:1096 Desc:'Select by Material' Cat:'Utilities' BtnTxt:'Select by Material' MnuTxt:'Select by Material'
	27 ID:1402 Desc:'Make Preview' Cat:'Material Editor' BtnTxt:'Make Preview' MnuTxt:'Make Preview'
	28 ID:1403 Desc:'View Animated Sequence File...' Cat:'Material Editor' BtnTxt:'View Animated Sequence File...' MnuTxt:'View Animated Sequence File...'
	29 ID:1404 Desc:'Save Preview' Cat:'Material Editor' BtnTxt:'Save Preview' MnuTxt:'Save Preview'
	30 ID:1405 Desc:'Access Editable Name Field' Cat:'Material Editor' BtnTxt:'Access Editable Name Field' MnuTxt:'Access Editable Name Field'
	31 ID:40832 Desc:'Highlight Assets in ATS Dialog' Cat:'Material Editor' BtnTxt:'Highlight Assets in ATS Dialog' MnuTxt:'Highlight Assets in ATS Dialog'
66 ID:5 Name:'Schematic View' ContextID:5 ContextName:'Schematic View' NumActionItems:67
	1 ID:200 Desc:'Filters' Cat:'Schematic View' BtnTxt:'Filters' MnuTxt:'Filters'
	2 ID:2000 Desc:'Access Schematic View Name Field' Cat:'Schematic View' BtnTxt:'Access Schematic View Name Field' MnuTxt:'Access Schematic View Name Field'
	3 ID:2010 Desc:'Access Select Name Field' Cat:'Schematic View' BtnTxt:'Access Select Name Field' MnuTxt:'Access Select Name Field'
	4 ID:3120 Desc:'Zoom Selected Viewport Objects' Cat:'Schematic View' BtnTxt:'Zoom Selected Viewport Objects' MnuTxt:'Zoom Selected Viewport Objects'
	5 ID:500 Desc:'Use Select Tool' Cat:'Schematic View' BtnTxt:'Use Select Tool' MnuTxt:'Use Select Tool'
	6 ID:600 Desc:'Use Pan Tool' Cat:'Schematic View' BtnTxt:'Use Pan Tool' MnuTxt:'Use Pan Tool'
	7 ID:700 Desc:'Use Zoom Tool' Cat:'Schematic View' BtnTxt:'Use Zoom Tool' MnuTxt:'Use Zoom Tool'
	8 ID:800 Desc:'Zoom Extents' Cat:'Schematic View' BtnTxt:'Zoom Extents' MnuTxt:'Zoom Extents'
	9 ID:900 Desc:'Zoom Selected Extents' Cat:'Schematic View' BtnTxt:'Zoom Selected Extents' MnuTxt:'Zoom Selected Extents'
	10 ID:1000 Desc:'Use Zoom Region Tool' Cat:'Schematic View' BtnTxt:'Use Zoom Region Tool' MnuTxt:'Use Zoom Region Tool'
	11 ID:1100 Desc:'Use Connect Tool' Cat:'Schematic View' BtnTxt:'Use Connect Tool' MnuTxt:'Use Connect Tool'
	12 ID:1200 Desc:'Unlink Selected' Cat:'Schematic View' BtnTxt:'Unlink Selected' MnuTxt:'Unlink Selected'
	13 ID:1500 Desc:'Reference Mode' Cat:'Schematic View' BtnTxt:'Reference Mode' MnuTxt:'Reference Mode'
	14 ID:1600 Desc:'Hierarchy Mode' Cat:'Schematic View' BtnTxt:'Hierarchy Mode' MnuTxt:'Hierarchy Mode'
	15 ID:2020 Desc:'Select All Nodes' Cat:'Schematic View' BtnTxt:'Select All Nodes' MnuTxt:'Select All Nodes'
	16 ID:2030 Desc:'Invert Selected Nodes' Cat:'Schematic View' BtnTxt:'Invert Selected Nodes' MnuTxt:'Invert Selected Nodes'
	17 ID:2040 Desc:'Select None' Cat:'Schematic View' BtnTxt:'Select None' MnuTxt:'Select None'
	18 ID:2050 Desc:'Select Children' Cat:'Schematic View' BtnTxt:'Select Children' MnuTxt:'Select Children'
	19 ID:2060 Desc:'Deselect Children' Cat:'Schematic View' BtnTxt:'Deselect Children' MnuTxt:'Deselect Children'
	20 ID:2070 Desc:'Bring Selection In' Cat:'Schematic View' BtnTxt:'Bring Selection In' MnuTxt:'Bring Selection In'
	21 ID:2080 Desc:'Move Selection Out' Cat:'Schematic View' BtnTxt:'Move Selection Out' MnuTxt:'Move Selection Out'
	22 ID:2090 Desc:'Show All' Cat:'Schematic View' BtnTxt:'Show All' MnuTxt:'Show All'
	23 ID:2100 Desc:'Hide Selected' Cat:'Schematic View' BtnTxt:'Hide Selected' MnuTxt:'Hide Selected'
	24 ID:2110 Desc:'Show Downstream' Cat:'Schematic View' BtnTxt:'Show Downstream' MnuTxt:'Show Downstream'
	25 ID:2120 Desc:'Hide Downstream' Cat:'Schematic View' BtnTxt:'Hide Downstream' MnuTxt:'Hide Downstream'
	26 ID:2150 Desc:'Edit Properties' Cat:'Schematic View' BtnTxt:'Edit Properties' MnuTxt:'Edit Properties'
	27 ID:5000 Desc:'List Viewer Sync Selection' Cat:'Schematic View' BtnTxt:'List Viewer Sync Selection' MnuTxt:'List Viewer Sync Selection'
	28 ID:5010 Desc:'List Viewer Shade Selected' Cat:'Schematic View' BtnTxt:'List Viewer Shade Selected' MnuTxt:'List Viewer Shade Selected'
	29 ID:5020 Desc:'List Viewer Pan to Selected' Cat:'Schematic View' BtnTxt:'List Viewer Pan to Selected' MnuTxt:'List Viewer Pan to Selected'
	30 ID:5030 Desc:'List Viewer Zoom to Selected' Cat:'Schematic View' BtnTxt:'List Viewer Zoom to Selected' MnuTxt:'List Viewer Zoom to Selected'
	31 ID:5040 Desc:'List Viewer Respect Display' Cat:'Schematic View' BtnTxt:'List Viewer Respect Display' MnuTxt:'List Viewer Respect Display'
	32 ID:6000 Desc:'Show Instances All' Cat:'Schematic View' BtnTxt:'Show Instances All' MnuTxt:'Show Instances All'
	33 ID:6010 Desc:'Show Instances Selected' Cat:'Schematic View' BtnTxt:'Show Instances Selected' MnuTxt:'Show Instances Selected'
	34 ID:6020 Desc:'Show Like Objects' Cat:'Schematic View' BtnTxt:'Show Like Objects' MnuTxt:'Show Like Objects'
	35 ID:6030 Desc:'Rename Object' Cat:'Schematic View' BtnTxt:'Rename Object' MnuTxt:'Rename Object'
	36 ID:1700 Desc:'Sync Selection' Cat:'Schematic View' BtnTxt:'Sync Selection' MnuTxt:'Sync Selection'
	37 ID:950 Desc:'Pan to Selected' Cat:'Schematic View' BtnTxt:'Pan to Selected' MnuTxt:'Pan to Selected'
	38 ID:6050 Desc:'Refresh View' Cat:'Schematic View' BtnTxt:'Refresh View' MnuTxt:'Refresh View'
	39 ID:4000 Desc:'Display Floater' Cat:'Schematic View' BtnTxt:'Display Floater' MnuTxt:'Display Floater'
	40 ID:6060 Desc:'Show Grid' Cat:'Schematic View' BtnTxt:'Show Grid' MnuTxt:'Show Grid'
	41 ID:6070 Desc:'Show Background Image' Cat:'Schematic View' BtnTxt:'Show Background Image' MnuTxt:'Show Background Image'
	42 ID:4010 Desc:'Arrange Children' Cat:'Schematic View' BtnTxt:'Arrange Children' MnuTxt:'Arrange Children'
	43 ID:4040 Desc:'Free Selected' Cat:'Schematic View' BtnTxt:'Free Selected' MnuTxt:'Free Selected'
	44 ID:4030 Desc:'Free All' Cat:'Schematic View' BtnTxt:'Free All' MnuTxt:'Free All'
	45 ID:6080 Desc:'Selected Relationships' Cat:'Schematic View' BtnTxt:'Selected Relationships' MnuTxt:'Selected Relationships'
	46 ID:6090 Desc:'All Relationships' Cat:'Schematic View' BtnTxt:'All Relationships' MnuTxt:'All Relationships'
	47 ID:4060 Desc:'Move Children' Cat:'Schematic View' BtnTxt:'Move Children' MnuTxt:'Move Children'
	48 ID:6100 Desc:'Show Tooltips' Cat:'Schematic View' BtnTxt:'Show Tooltips' MnuTxt:'Show Tooltips'
	49 ID:6110 Desc:'Add Bookmark' Cat:'Schematic View' BtnTxt:'Add Bookmark' MnuTxt:'Add Bookmark'
	50 ID:6120 Desc:'Next Bookmark' Cat:'Schematic View' BtnTxt:'Next Bookmark' MnuTxt:'Next Bookmark'
	51 ID:6130 Desc:'Previous Bookmark' Cat:'Schematic View' BtnTxt:'Previous Bookmark' MnuTxt:'Previous Bookmark'
	52 ID:6140 Desc:'Display Floater Expand' Cat:'Schematic View' BtnTxt:'Display Floater Expand' MnuTxt:'Display Floater Expand'
	53 ID:6150 Desc:'Display Floater Focus' Cat:'Schematic View' BtnTxt:'Display Floater Focus' MnuTxt:'Display Floater Focus'
	54 ID:6160 Desc:'Display Floater Base Objects' Cat:'Schematic View' BtnTxt:'Display Floater Base Objects' MnuTxt:'Display Floater Base Objects'
	55 ID:6170 Desc:'Display Floater Modifiers' Cat:'Schematic View' BtnTxt:'Display Floater Modifiers' MnuTxt:'Display Floater Modifiers'
	56 ID:6180 Desc:'Display Floater Materials' Cat:'Schematic View' BtnTxt:'Display Floater Materials' MnuTxt:'Display Floater Materials'
	57 ID:6190 Desc:'Display Floater Controllers' Cat:'Schematic View' BtnTxt:'Display Floater Controllers' MnuTxt:'Display Floater Controllers'
	58 ID:6200 Desc:'Display Floater Controllers Pos' Cat:'Schematic View' BtnTxt:'Display Floater Controllers Pos' MnuTxt:'Display Floater Controllers Pos'
	59 ID:6210 Desc:'Display Floater Controllers Rot' Cat:'Schematic View' BtnTxt:'Display Floater Controllers Rot' MnuTxt:'Display Floater Controllers Rot'
	60 ID:6220 Desc:'Display Floater Controllers Scale' Cat:'Schematic View' BtnTxt:'Display Floater Controllers Scale' MnuTxt:'Display Floater Controllers Scale'
	61 ID:6230 Desc:'Display Floater Rel Constraints' Cat:'Schematic View' BtnTxt:'Display Floater Rel Constraints' MnuTxt:'Display Floater Rel Constraints'
	62 ID:6240 Desc:'Display Floater Rel Controllers' Cat:'Schematic View' BtnTxt:'Display Floater Rel Controllers' MnuTxt:'Display Floater Rel Controllers'
	63 ID:6250 Desc:'Display Floater Rel Param Wires' Cat:'Schematic View' BtnTxt:'Display Floater Rel Param Wires' MnuTxt:'Display Floater Rel Param Wires'
	64 ID:6260 Desc:'Display Floater Rel Lights' Cat:'Schematic View' BtnTxt:'Display Floater Rel Lights' MnuTxt:'Display Floater Rel Lights'
	65 ID:6270 Desc:'Display Floater Rel Modifiers' Cat:'Schematic View' BtnTxt:'Display Floater Rel Modifiers' MnuTxt:'Display Floater Rel Modifiers'
	66 ID:6280 Desc:'Toggle Shrink' Cat:'Schematic View' BtnTxt:'Toggle Shrink' MnuTxt:'Toggle Shrink'
	67 ID:6290 Desc:'Right Justify Labels' Cat:'Schematic View' BtnTxt:'Right Justify Labels' MnuTxt:'Right Justify Labels'
67 ID:6 Name:'ActiveShade' ContextID:6 ContextName:'ActiveShade' NumActionItems:6
	1 ID:40713 Desc:'Close' Cat:'ActiveShade' BtnTxt:'Close' MnuTxt:'Close'
	2 ID:40706 Desc:'Render' Cat:'ActiveShade' BtnTxt:'Render' MnuTxt:'Render'
	3 ID:40707 Desc:'Draw Region' Cat:'ActiveShade' BtnTxt:'Draw Region' MnuTxt:'Draw Region'
	4 ID:40709 Desc:'Select Object' Cat:'ActiveShade' BtnTxt:'Select Object' MnuTxt:'Select Object'
	5 ID:40710 Desc:'Toggle Toolbar (Docked)' Cat:'ActiveShade' BtnTxt:'Toggle Toolbar' MnuTxt:'Toggle Toolbar'
	6 ID:40714 Desc:'Act Only on Mouse Up' Cat:'ActiveShade' BtnTxt:'Act Only on Mouse Up' MnuTxt:'Act Only on Mouse Up'
68 ID:3 Name:'Video Post' ContextID:3 ContextName:'Video Post' NumActionItems:23
	1 ID:40356 Desc:'New Sequence' Cat:'Video Post' BtnTxt:'New Sequence' MnuTxt:'New Sequence'
	2 ID:111 Desc:'Open Sequence' Cat:'Video Post' BtnTxt:'Open Sequence' MnuTxt:'Open Sequence'
	3 ID:112 Desc:'Save Sequence' Cat:'Video Post' BtnTxt:'Save Sequence' MnuTxt:'Save Sequence'
	4 ID:40358 Desc:'Add New Event' Cat:'Video Post' BtnTxt:'Add New Event' MnuTxt:'Add New Event'
	5 ID:40357 Desc:'Edit Current Event' Cat:'Video Post' BtnTxt:'Edit Current Event' MnuTxt:'Edit Current Event'
	6 ID:40364 Desc:'Execute Sequence' Cat:'Video Post' BtnTxt:'Execute Sequence' MnuTxt:'Execute Sequence'
	7 ID:130 Desc:'Zoom Region' Cat:'Video Post' BtnTxt:'Zoom Region' MnuTxt:'Zoom Region'
	8 ID:131 Desc:'Pan' Cat:'Video Post' BtnTxt:'Pan' MnuTxt:'Pan'
	9 ID:132 Desc:'Zoom Time' Cat:'Video Post' BtnTxt:'Zoom Time' MnuTxt:'Zoom Time'
	10 ID:120 Desc:'Edit Range Bar' Cat:'Video Post' BtnTxt:'Edit Range Bar' MnuTxt:'Edit Range Bar'
	11 ID:133 Desc:'Zoom Extents' Cat:'Video Post' BtnTxt:'Zoom Extents' MnuTxt:'Zoom Extents'
	12 ID:121 Desc:'Align Selected Left' Cat:'Video Post' BtnTxt:'Align Selected Left' MnuTxt:'Align Selected Left'
	13 ID:122 Desc:'Align Selected Right' Cat:'Video Post' BtnTxt:'Align Selected Right' MnuTxt:'Align Selected Right'
	14 ID:123 Desc:'Make Selected Same Size' Cat:'Video Post' BtnTxt:'Make Selected Same Size' MnuTxt:'Make Selected Same Size'
	15 ID:124 Desc:'Abut Selected' Cat:'Video Post' BtnTxt:'Abut Selected' MnuTxt:'Abut Selected'
	16 ID:125 Desc:'Swap Events' Cat:'Video Post' BtnTxt:'Swap Events' MnuTxt:'Swap Events'
	17 ID:40359 Desc:'Add Scene Event' Cat:'Video Post' BtnTxt:'Add Scene Event' MnuTxt:'Add Scene Event'
	18 ID:40360 Desc:'Add Image Input Event' Cat:'Video Post' BtnTxt:'Add Image Input Event' MnuTxt:'Add Image Input Event'
	19 ID:40361 Desc:'Add Image Output Event' Cat:'Video Post' BtnTxt:'Add Image Output Event' MnuTxt:'Add Image Output Event'
	20 ID:40362 Desc:'Add Image Filter Event' Cat:'Video Post' BtnTxt:'Add Image Filter Event' MnuTxt:'Add Image Filter Event'
	21 ID:40363 Desc:'Add Image Layer Event' Cat:'Video Post' BtnTxt:'Add Image Layer Event' MnuTxt:'Add Image Layer Event'
	22 ID:155 Desc:'Add External Event' Cat:'Video Post' BtnTxt:'Add External Event' MnuTxt:'Add External Event'
	23 ID:156 Desc:'Add Loop Event' Cat:'Video Post' BtnTxt:'Add Loop Event' MnuTxt:'Add Loop Event'
69 ID:-844228238 Name:'Viewport Lighting and Shadows' ContextID:0 ContextName:'Main UI' NumActionItems:17
	1 ID:0 Desc:'Viewport Shadows Ambient Occlusion Toggle' Cat:'Viewport Lighting and Shadows' BtnTxt:'Ambient Occlusion' MnuTxt:'Ambient Occlusion'
	2 ID:1 Desc:'Viewport Visual Style Realistic' Cat:'Viewport Lighting and Shadows' BtnTxt:'Realistic' MnuTxt:'Realistic'
	3 ID:3 Desc:'Shading Quality Best' Cat:'Viewport Lighting and Shadows' BtnTxt:'Shading Quality Best' MnuTxt:'Shading Quality Best'
	4 ID:2 Desc:'Shading Quality Good' Cat:'Viewport Lighting and Shadows' BtnTxt:'Shading Quality Good' MnuTxt:'Shading Quality Good'
	5 ID:4 Desc:'Viewport Global Settings' Cat:'Viewport Lighting and Shadows' BtnTxt:'Viewport Global Settings' MnuTxt:'Viewport Global Settings'
	6 ID:5 Desc:'Viewport Shadows Toggle' Cat:'Viewport Lighting and Shadows' BtnTxt:'Shadows' MnuTxt:'Shadows'
	7 ID:6 Desc:'Viewport Lighting Illuminate with Scene Lights' Cat:'Viewport Lighting and Shadows' BtnTxt:'Illuminate with Scene Lights' MnuTxt:'Illuminate with Scene Lights'
	8 ID:7 Desc:'Viewport Lighting Illuminate with Default Lights' Cat:'Viewport Lighting and Shadows' BtnTxt:'Illuminate with Default Lights' MnuTxt:'Illuminate with Default Lights'
	9 ID:8 Desc:'Viewport Lighting Highlights Toggle' Cat:'Viewport Lighting and Shadows' BtnTxt:'Highlights' MnuTxt:'Highlights'
	10 ID:9 Desc:'Enable Exposure Control in Viewport' Cat:'Viewport Lighting and Shadows' BtnTxt:'Enable Exposure Control in Viewport' MnuTxt:'Enable Exposure Control in Viewport'
	11 ID:10 Desc:'Viewport Shadows Hard' Cat:'Viewport Lighting and Shadows' BtnTxt:'Viewport Shadows Hard' MnuTxt:'Viewport Shadows Hard'
	12 ID:11 Desc:'Viewport Shadows Soft' Cat:'Viewport Lighting and Shadows' BtnTxt:'Viewport Shadows Soft' MnuTxt:'Viewport Shadows Soft'
	13 ID:12 Desc:'High Quality' Cat:'Viewport Lighting and Shadows' BtnTxt:'High Quality' MnuTxt:'High Quality'
	14 ID:13 Desc:'Standard' Cat:'Viewport Lighting and Shadows' BtnTxt:'Standard' MnuTxt:'Standard'
	15 ID:14 Desc:'Performance' Cat:'Viewport Lighting and Shadows' BtnTxt:'Performance' MnuTxt:'Performance'
	16 ID:15 Desc:'DX Mode' Cat:'Viewport Lighting and Shadows' BtnTxt:'DX Mode' MnuTxt:'DX Mode'
	17 ID:16 Desc:'User Defined' Cat:'Viewport Lighting and Shadows' BtnTxt:'User Defined' MnuTxt:'User Defined'
70 ID:2040466689 Name:'Placement' ContextID:-1413865080 ContextName:'Placement' NumActionItems:5
	1 ID:0 Desc:'Rotation Toggle' Cat:'Placement' BtnTxt:'Rotation Toggle' MnuTxt:'Rotation Toggle'
	2 ID:1 Desc:'Use Base Toggle' Cat:'Placement' BtnTxt:'Use Base Toggle' MnuTxt:'Use Base Toggle'
	3 ID:2 Desc:'Pillow Mode Toggle' Cat:'Placement' BtnTxt:'Pillow Mode Toggle' MnuTxt:'Pillow Mode Toggle'
	4 ID:3 Desc:'Autoparent Toggle' Cat:'Placement' BtnTxt:'Autoparent Toggle' MnuTxt:'Autoparent Toggle'
	5 ID:4 Desc:'Cycle Object Axis' Cat:'Placement' BtnTxt:'Cycle Object Axis' MnuTxt:'Cycle Object Axis'
71 ID:409625863 Name:'Project Management' ContextID:0 ContextName:'Main UI' NumActionItems:12
	1 ID:0 Desc:'Last Project 1' Cat:'Project Management' BtnTxt:'Last Project 1' MnuTxt:'C:\Users\lifey\Documents\3ds Max 2020'
	2 ID:1 Desc:'Last Project 2' Cat:'Project Management' BtnTxt:'Last Project 2' MnuTxt:'Last Project 2'
	3 ID:2 Desc:'Last Project 3' Cat:'Project Management' BtnTxt:'Last Project 3' MnuTxt:'Last Project 3'
	4 ID:3 Desc:'Last Project 4' Cat:'Project Management' BtnTxt:'Last Project 4' MnuTxt:'Last Project 4'
	5 ID:4 Desc:'Last Project 5' Cat:'Project Management' BtnTxt:'Last Project 5' MnuTxt:'Last Project 5'
	6 ID:5 Desc:'Last Project 6' Cat:'Project Management' BtnTxt:'Last Project 6' MnuTxt:'Last Project 6'
	7 ID:6 Desc:'Last Project 7' Cat:'Project Management' BtnTxt:'Last Project 7' MnuTxt:'Last Project 7'
	8 ID:7 Desc:'Last Project 8' Cat:'Project Management' BtnTxt:'Last Project 8' MnuTxt:'Last Project 8'
	9 ID:8 Desc:'Last Project 9' Cat:'Project Management' BtnTxt:'Last Project 9' MnuTxt:'Last Project 9'
	10 ID:9 Desc:'Last Project 10' Cat:'Project Management' BtnTxt:'Last Project 10' MnuTxt:'Last Project 10'
	11 ID:11 Desc:'Edit Project Paths' Cat:'Project Management' BtnTxt:'Edit Project Paths' MnuTxt:'D:\project\3dsmax'
	12 ID:10 Desc:'Automatic switch' Cat:'Project Management' BtnTxt:'Automatic switch' MnuTxt:'Automatic switch'
72 ID:889080951 Name:'Edit/Editable Patch' ContextID:889080951 ContextName:'Edit/Editable Patch' NumActionItems:1
	1 ID:1333 Desc:'Edit/Editable Patch Menu' Cat:'Edit/Editable Patch' BtnTxt:'Edit/Editable Patch Menu' MnuTxt:'Edit/Editable Patch Menu'
73 ID:1158763755 Name:'Point Cloud Category' ContextID:0 ContextName:'Main UI' NumActionItems:1
	1 ID:0 Desc:'Point Cloud' Cat:'Point Cloud Category' BtnTxt:'Point Cloud' MnuTxt:'Point Cloud'
74 ID:889072755 Name:'Edit/Editable Spline' ContextID:889072755 ContextName:'Edit/Editable Spline' NumActionItems:1
	1 ID:1320 Desc:'Edit/Editable Spline Menu' Cat:'Edit/Editable Spline' BtnTxt:'Edit/Editable Spline Menu' MnuTxt:'Edit/Editable Spline Menu'
75 ID:2128034978 Name:'FFD' ContextID:2128034978 ContextName:'FFD' NumActionItems:4
	1 ID:40001 Desc:'Switch To Top Level' Cat:'FFD' BtnTxt:'Switch To Top Level' MnuTxt:'Switch To Top Level'
	2 ID:30025 Desc:'Switch To Control Point Level' Cat:'FFD' BtnTxt:'Switch To Control Point Level' MnuTxt:'Switch To Control Point Level'
	3 ID:30003 Desc:'Switch To Lattice Level' Cat:'FFD' BtnTxt:'Switch To Lattice Level' MnuTxt:'Switch To Lattice Level'
	4 ID:30022 Desc:'Switch To Set Volume Level' Cat:'FFD' BtnTxt:'Switch To Set Volume Level' MnuTxt:'Switch To Set Volume Level'
76 ID:2146909361 Name:'WeightTable' ContextID:2146909361 ContextName:'WeightTable' NumActionItems:25
	1 ID:1272 Desc:'Copy' Cat:'All Commands' BtnTxt:'Copy' MnuTxt:'Copy'
	2 ID:1273 Desc:'Paste' Cat:'All Commands' BtnTxt:'Paste' MnuTxt:'Paste'
	3 ID:1405 Desc:'Remove Zero Weights' Cat:'All Commands' BtnTxt:'Remove Zero Weights' MnuTxt:'Remove Zero Weights'
	4 ID:1394 Desc:'Select All' Cat:'All Commands' BtnTxt:'Select All' MnuTxt:'Select All'
	5 ID:1413 Desc:'Select None' Cat:'All Commands' BtnTxt:'Select None' MnuTxt:'Select None'
	6 ID:1414 Desc:'Select Invert' Cat:'All Commands' BtnTxt:'Select Invert' MnuTxt:'Select Invert'
	7 ID:1393 Desc:'Create Vertex Set' Cat:'All Commands' BtnTxt:'Create Vertex Set' MnuTxt:'Create Vertex Set'
	8 ID:1051 Desc:'Delete Vertex Set' Cat:'All Commands' BtnTxt:'Delete Vertex Set' MnuTxt:'Delete Vertex Set'
	9 ID:1395 Desc:'Show Affected Bones' Cat:'All Commands' BtnTxt:'Show Affected Bones' MnuTxt:'Show Affected Bones'
	10 ID:1397 Desc:'Update On Mouse Up' Cat:'All Commands' BtnTxt:'Update On Mouse Up' MnuTxt:'Update On Mouse Up'
	11 ID:1398 Desc:'Flip UI' Cat:'All Commands' BtnTxt:'Flip UI' MnuTxt:'Flip UI'
	12 ID:1399 Desc:'Show Attributes' Cat:'All Commands' BtnTxt:'Show Attributes' MnuTxt:'Show Attributes'
	13 ID:1406 Desc:'Show Global' Cat:'All Commands' BtnTxt:'Show Global' MnuTxt:'Show Global'
	14 ID:1408 Desc:'Shortern Labels' Cat:'All Commands' BtnTxt:'Shortern Labels' MnuTxt:'Shortern Labels'
	15 ID:1410 Desc:'Show Exclusions' Cat:'All Commands' BtnTxt:'Show Exclusions' MnuTxt:'Show Exclusions'
	16 ID:1449 Desc:'Affect All Vertices' Cat:'All Commands' BtnTxt:'Affect All Vertices' MnuTxt:'Affect All Vertices'
	17 ID:1415 Desc:'Alternate Global Method' Cat:'All Commands' BtnTxt:'Alternate Global Method' MnuTxt:'Alternate Global Method'
	18 ID:1416 Desc:'Show Copy and Paste UI' Cat:'All Commands' BtnTxt:'Show Copy and Paste UI' MnuTxt:'Show Copy and Paste UI'
	19 ID:1417 Desc:'Show Set Sets UI' Cat:'All Commands' BtnTxt:'Show Set Sets UI' MnuTxt:'Show Set Sets UI'
	20 ID:1418 Desc:'Show Options UI' Cat:'All Commands' BtnTxt:'Show Options UI' MnuTxt:'Show Options UI'
	21 ID:1420 Desc:'Show Menu' Cat:'All Commands' BtnTxt:'Show Menu' MnuTxt:'Show Menu'
	22 ID:1421 Desc:'Drag Left/Right Mode' Cat:'All Commands' BtnTxt:'Drag Left/Right Mode' MnuTxt:'Drag Left/Right Mode'
	23 ID:1422 Desc:'Show Weight Table Marker' Cat:'All Commands' BtnTxt:'Show Weight Table Marker' MnuTxt:'Show Weight Table Marker'
	24 ID:1423 Desc:'DebugMode' Cat:'All Commands' BtnTxt:'DebugMode' MnuTxt:'DebugMode'
	25 ID:1424 Desc:'Right Justify Bone Names' Cat:'All Commands' BtnTxt:'Right Justify Bone Names' MnuTxt:'Right Justify Bone Names'
